id,Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID,financial_loss_amount,sentiment_score,urgency_score,duration_of_ordeal_days,interaction_count,scam_archetype,communication_vector,payment_mechanism,company_behavior_flags,life_impact_categories,consumer_vulnerability_tags,regulatory_issues,third_party_entities,linked_financial_institutions
5b2b1775-6404-41aa-a6f6-913db21f5baf,10/28/24,Credit card,General-purpose credit card or charge card,Fees or interest,Problem with fees,I was sent an offer from Milestone ( concora ) Credit card. I was approved for a XXXX limit and charge XXXX for an annual fee. I used the card once and then they shut it down for suspicious activity. They asked for a copy of my drivers license. I paid {$15.00} to send it to them. I call them today they shut the card down and expect me to pay the XXXX for a card that THEY gave me FRAUDENTLY. They scammed ME out of XXXX. If I don't pay they are putting it on my Credit report. I am trying desperately to rebuild my credit and this company knows that the people they give these cards to all are so they scam you and then close your card no legit reason because I proved who I was. What am I supposed to do. I will pay them for the one item I was allowed to purchase but I am not paying the XXXX. The shouldnt have allowed that initial purchase but they are smart. They know they can XXXX you because they allowed this one purchase. This is fraud -- they should not be allowed to do this. There should be a class action suit and have to refund everyone XXXX XXXX XXXX XXXX. And rude- they are the rudest. They are taking advantage of people who are trying to change their situation. There should be repercussions ' for their fraudulently ACTIVITY..,None,"CLGF Holdco 1, LLC",MA,02301,None,Consent provided,Web,10/28/24,Closed with monetary relief,Yes,N/A,10603228,15.0,-0.9,9,1,2,Fee-Harvesting Credit Card,Mail,Credit Card,Account Freeze|Rude|Predatory Terms,Credit Score Damage,Low Credit Score,UDAAP,Milestone|Concora,
fb3ea303-1dc4-48bd-b087-41e57fb0d928,01/17/25,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Other transaction problem,None,"I am writing to formally express my concerns regarding XXXX handling of disputes, particularly in light of the recent CFPB lawsuit highlighting significant issues with the platform. Despite using Zelle numerous time and reporting discrepancies, my financial institution failed to investigate my claims adequately. They informed me that recovering lost funds was impossible and that tracking these transactions is unfeasible. The CFPBs findings indicate that Zelle has not only neglected to protect consumers but has also allowed repeat offenders to exploit the systems. Leaving, users vulnerable to scams. This lack of accountability and transparency is unacceptable and raises serious concerns about consumers safety.",None,"Early Warning Services, LLC",MA,01801,None,Consent provided,Web,01/17/25,Closed with explanation,Yes,N/A,11655026,0.0,-0.6,5,30,1,Peer-to-Peer Fraud Policy Dispute,Online,Zelle,Failed to Investigate|Lack of Accountability,,,Regulation E Violation|EFTA Violation,Zelle,
803031d6-e471-4cdc-bc49-7bbea971d3cb,01/15/23,Credit card or prepaid card,Store credit card,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,"Kohl 's tried to scam me several times. I had set up for auto-pay for my Kohs Card . On XX/XX/XXXX, I get a notification from XXXX that a negative reporting was done from Kohl 's. I call customer service, and I was informed that my auto-pay was never processed. Kohl 's did not send me a warning letter, or called me, or sent me an email for the late payment prior reporting my account. The person on the phone said that charges were reversed and that credit reporting was going to be reversed. I checked my credit report on XX/XX/XXXX, and no changes were made. I call customer service again and asked why the changes were not made and asked about the auto-pay again. I had done the auto-pay online again. I was informed that the last representative was supposed to mail me a new card and that auto-pay was not processed again. This representative said that he would mail me a new card and auto-pay would be all set for the next bill. I gave the rep. the benefit of the doubt On XX/XX/XXXX, I receive another notification from XXXX of another negative credit reporting from Kohl 's. I called them right away. XXXX, id : XXXX, answered and I explained that auto-pay was not processed again and that Kohl 's did not send me a warning letter, or called me, or sent me an email for the late payment prior reporting my account. She assured me that late charge fee and reverse of negative reporting would be taken care. I asked her that I needed confirmation in writing that was being done. She could not send me an email saying that is against Federal Law and not able to say what Federal Law. I asked to speak with a supervisor, she put me on hold for 30 minutes and then hung up on me. I called again and spoke with XXXX, id : XXXX, for over 45 minutes. He informed me XXXX had not done anything. He tried to reverse the late charges and put a note but he couldn't either send confirmation in writing. He then transferred me to XXXX, id : XXXX, to whom I spoke over 30 minutes, she created a ticket # but could not either provide a writing confirmation either. She said they were not allowed to do that. How come a customer can not get assurance of what is being said? I asked for recording of all the calls and she still saying they were not allowed to do that. Are they allowed to misrepresent and lie to customers? I need all the negative credit reporting be reversed and an apology letter from Kohl 's for the stress caused from their unprofessionalism and their scam. These false negative reporting caused my credit report to go down by over 70 points. I need these points to be reversed to my credit score too. If I did not have the XXXX XXXX, I would not have known. Imagine to how many other customers they have done the same?",None,CAPITAL ONE FINANCIAL CORPORATION,MA,01905,None,Consent provided,Web,01/15/23,Closed with monetary relief,Yes,N/A,6440287,0.0,-0.85,8,60,5,Billing and Auto-pay Error,Phone,Auto-pay,Misrepresentation|Refusal to Provide Written Proof|Hung up on Customer|Failed to Correct Errors,Credit Score Damage|Emotional Stress,,Fair Credit Reporting Act (FCRA) Violation,Kohl's,
57087376-cfc1-49c6-97b9-58562c071be2,08/18/20,"Money transfer, virtual currency, or money service",Traveler's check or cashier's check,Fraud or scam,None,"I posted an Ad on XXXX to sell my bunk bed frame for {$100.00}. this guy contacted my on XX/XX/XXXX thru email and ask for phone number. I shared my phone number, he text me that he is interest to buy and will send the check and asked me to confirm once I receive the check by mail.I share my residence address for check mailing. I received a cashiers check next day on XX/XX/XXXX amount {$1400.00}. I was surprised with the amount, he told me that the extra amount is to pay the moving company who will be there for pick up.I was reluctant to accept the check but he assured me everything will be fine then I tried to deposit the check thru mobile and ATM but in vain and by the time I reached bank it was closed this happened three days, finally I deposited the check on Sat XXXX in Bank of America. check was cleared on Mon XXXX. I confirmed him that the check is deposited, he said he will schedule the pick up, next day XXXX he informed me that they need payment thru online transfer since I had the money from the check I transfer the money thru XXXX transfer {$1300.00} ( {$1400.00} minus the bed price {$100.00} and additional {$70.00} for the trouble going to bank multiple times ) to XXXX. next day onwards I had power outage due to storm and were out of power for three days, I tried contacting him thru SMS but he did not reply. when the power was restored I checked my bank account on Mon XX/XX/XXXX and found that he got the check returned amt {$1400.00}, I called bank of America to report fraud that I was duped for {$1300.00} they filed a complaint, I also filed complaint with the local police case # XXXX my concern is how did the bank reverted the cashier check {$1400.00} without my authorization, they said they got call from other bank stating it as forged check and it was returned. on the other hand I lost {$1300.00} to this so called moving company. Is it this easy to make online fraud and get away with it? This guy 's number is still have he just blocked my number, I asked police to trace his number but they did not offer any help. I don't know what to do this is my hard earned money which I needed the most during this difficult time of pandemic, I hope to get my money back",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",MA,011XX,None,Consent provided,Web,08/18/20,Closed with explanation,Yes,N/A,3802459,1300.0,-0.9,10,7,1,Fake Check Scam,Text,Cashiers Check,Inadequate Fraud Protection,Financial Loss|Pandemic Financial Distress,,,,Bank of America
b9915ea3-3983-45f6-807e-e08365851a69,06/22/21,Mortgage,Conventional home mortgage,Closing on a mortgage,None,"This is regarding a mortgage I took out on a house, with the closing date on XXXX. 

Prior to the decision to take on a mortgage from Bank of America, I received a loan estimate from Bank of America with a rate of 2 % and a lender 's credit of around {$11000.00} with that rate ( see attachment Loan_Estimate_2021 02 24.pdf ). I received a match of 2 % interest rate from XXXX as well, along with around {$6000.00} in lenders credit. I chose Bank of America because of the much higher lenders credit that they offered, along with their XXXX 's XXXX XXXX, which the load officer XXXX mentioned would cover up to {$7500.00} in closing costs. 

However, two days before the closing date, after many days of delay and silence from the closing officer, he sent me the closing disclosure ( see attachment Closing_Disclosure_2021 03 01.pdf ) that provided only around {$5000.00} in closing cost, less than half of what was initially mentioned in the loan estimate, which was supposed to have been "" locked in '' per his own words. 

I tried to reach out to him multiple times after receiving the closing disclosure, and after numerous calls that went to his voicemail ( the contrast in responsiveness from the loan officer pre and post "" lock-in '' was stark ), I finally got through, but he kept muddling about how amazing the rates are and that I should be happy. 

Yes, it was a good deal, but it was not what was promised by Bank of America in the load estimates. I was wary of Bank of America before making the commitment because of the complaints and lower customer service rating on the various sites ( at least than XXXX ), but I went with it anyway because of the {$5000.00} difference in lender 's credit. 

To add insult to injury, BoA is supposed to disburse part of the lender 's credits to cover the first year 's home insurance ( see Closing_Disclosure_2021 03 01.pdf again ). Three months later, I received a notice of non-payment from the insurance company. I called customer service, which re-directed me to the loan officer, who re-directed me back to customer service ( in an E-mail that said "" xxx-xxx-xxxx CS '' ), who then re-directed me to my title company to ask them to see if they paid the insurance on my behalf - do they not have a record of whether they disbursed the insurance money from the lender 's credit pool? 

Meanwhile, they took out a chunk of the escrow to cover the home insurance, which isn't supposed to happen until next year, so I'm short a further {$1000.00}. The whole thing feels more and more like scam.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",MA,02145,None,Consent provided,Web,06/22/21,Closed with non-monetary relief,Yes,N/A,4480498,7000.0,-0.7,6,90,4,Bait and Switch,Email,Escrow,Broken Promises|Poor Communication|Escrow Mismanagement,Financial Loss,,RESPA Violation|Truth in Lending Act Violation,,Bank of America
dcbcc664-4dce-42be-9ffd-a747d2fb3155,10/20/20,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Fraud or scam,None,"I was informed by my daughters XXXX school that a tuition balance of {$9700.00} was due for XXXX XXXX. XXXX XXXX XXXX XXXX based in XXXX. XXXX. Tel.  XXXX XXXX. I inquired to the bank wiring directions from the financial advisor. I received from his email account around XX/XX/2020 from XXXX with specific bank information : Chase Bank XXXX XXXX XXXX XXXX XXXX, NY XXXX account : XXXX routing : XXXX I wired the money on XX/XX/2020. 

XXXX of XX/XX/2020 he inquired why I had not sent the tuition. I furnished the details and at that time we realized I had the incorrect banking information. He mentioned his email was hacked and I should work with my bank to recover. Since then the following actions taken : 1. informed my bank ( XXXX XXXX XXXX ). They have tried on 3 occasions to reverse the wire to no avail. Chase will not release the funds back. XXXX claims no liability since I furnished the information and they are not willing to work with Chase on investigation. 
2. Chase fraud department contacted but will not work with me on the topic since I am not their customer. 
3. Filed FTC complaint - pending Concerning to me that a US based bank can be used for nefarious activity and a US citizen who was defrauded has no recourse via the banks. The banks seem disinterested in investigating. I am concerned that others may be similarly defrauded. 

More details and emails and other materials available upon request.",None,JPMORGAN CHASE & CO.,MA,021XX,None,Consent provided,Web,10/20/20,Closed with explanation,Yes,N/A,3908518,9700.0,-0.75,8,60,3,Business Email Compromise,Email,Wire,Refusal to Investigate|Denied Claim,Financial Loss,,,,Chase Bank|XXXX XXXX XXXX
b4ee387e-c58e-4ac5-bcb6-f1ca5f81cc32,07/22/24,"Money transfer, virtual currency, or money service",International money transfer,Fraud or scam,None,"On XX/XX/year> I recieved an email stating that XXXX approved payment for XXXX XXXX. I do not have XXXX or XXXX so I called my bank ( Citibank ) and notified them of the charges. They stated that no funds were actually taken and that completed the call. 

On XX/XX/XXXX, I recieved a phone call from someone named "" XXXX XXXX '' ( XXXX, ext XXXX ) and he said he was from the Citibank XXXX XXXX Department. Since I had called Citibank myself I had no reason to believe that he was an imposter. He claimed that several attempts were made to compromise my bank account. He stated that my funds were safe and asked if I would be interested in helping to catch the criminal who tried to take funds from my account. Over the course of several days we spoke over the phone and he sent me two email addresses with IP addresses stating that multiple people were trying to obtain money from my account and that it seemed to be an "" inside job ''. He even had me screenshare my mobile phone stating that this was to provide protection on my mobile Citibank account and mobile phone. "" XXXX XXXX '' stated that in order to arrest the criminals I needed to send {$30000.00} as a international wire transfer and that once the criminal was caught the funds would be voided and I would receive my {$30000.00} back into my account. 

On XX/XX/XXXX XXXX called me and walked me through the steps on my phone to send the wire transfer to someone with the name XXXX XXXX. Within the next several days I NEVER received a phone call from Citibank alerting me of the transfer, to verify the person I was sending the money to, what for and to even question if this was an authorized transfer. Despite my calls over the days from XXXX XXXX XX/XX/XXXX I was still told by Citibank that everything was fine. 

On Friday XX/XX/XXXX, "" XXXX '' assured me that my account funds would be returned and all would be well. After 2 weeks "" XXXX '' told me that the person was captured and that I should see my funds back in my account soon. Two weeks passed and I became very skeptical and called Citibank again. The Citibank representative over the phone stated that he believed these phone calls were scammed and that I needed to immediately close the account.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",MA,02127,None,Consent provided,Web,07/22/24,Closed with monetary relief,Yes,N/A,9584060,30000.0,-0.8,9,21,5,Bank Impersonation,Phone,International Wire,Failure to Warn|Lack of Security Alerts,Major Financial Loss,,,,Citibank
2729d59d-b38b-49c3-a224-15f054920674,07/22/22,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Fraud or scam,None,"On XX/XX/2022 starting on mid afternoon i received a text message from Bank of America about the suspicious activity on my debit card, then the problem persists until i get a phone call from XXXX ( bank of america ) and this person "" was trying to help me out '' ( scammer ) and oriented me to go online and make this all transaction, this person stolen the amount of {$3400.00} from my checking account, goes to XXXX, then he was saying over the phone that this money will be available sooner because duo the investigation the money would be deposit in a new account, that what i say i do not want any other new account with bank of america.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",MA,02149,None,Consent provided,Web,07/22/22,Closed with explanation,Yes,N/A,5800358,3400.0,-0.9,9,1,1,Bank Impersonation,Text,Debit Card,,Financial Loss,,Regulation E Violation,,Bank of America
9477fd86-f841-475a-9313-c4b90b56d9e5,01/18/25,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Other transaction problem,None,"XXXX XXXX I am to formally express my concerns regarding Zelles handling of disputes, particularly in light of the recent CFPB lawsuit highlighting significant issues with the platform. Despite using Zelle numerous times and reporting discrepancies, my financial institution and Zelle failed to investigate my claims adequately. They informed me that recovering lost funds was impossible and that tracking these transactions was unfeasible. The CFPBs findings indicate that Zelle has not only neglected to protect consumers but has also allowed repeat offenders to exploit the system, leaving user vulnerable to scams. The lack of accountability and transparency is unacceptable and raises serious concerns about consumers safety.",None,"Early Warning Services, LLC",MA,027XX,None,Consent provided,Web,01/18/25,Closed with explanation,Yes,N/A,11635954,0.0,-0.6,5,30,1,Peer-to-Peer Fraud Policy Dispute,Online,Zelle,Failed to Investigate|Lack of Accountability,,,Regulation E Violation,Zelle,
749553c6-6216-40af-a251-d1b22cc89fdc,02/11/23,Credit card or prepaid card,General-purpose credit card or charge card,Problem when making payments,Problem during payment process,"I proactively paid my XXXX bill on the XXXX of the month. However, this evening I received a notice that my statement was ready. When I looked at it, the payment had been applied but not to the minimum due. The payment is also due TOMORROW. I already paid more than my monthly payment, and they told me I have another payment due that must be submitted within 24 hours or I will incur a late fee. This a scam.",None,"CLGF Holdco 1, LLC",MA,01752,None,Consent provided,Web,02/11/23,Closed with explanation,Yes,N/A,6559798,0.0,-0.8,8,1,1,Deceptive Billing Practice,Online,Credit Card,Payment Misallocation|Short Notice,,,CARD Act Violation,,
9583d313-691f-4461-96db-7ec0ff766bb1,02/05/20,"Money transfer, virtual currency, or money service",Virtual currency,Fraud or scam,None,"I was trying to purchase concert tickets from a Venue ( XXXX XXXX, XXXX, MA ). There was an individual who was selling tickets on the Theatre 's web site. I contacted this person and had an exchange via XXXX  messaging. They asked that I send the money Via Pay Pal ( {$80.00} ). I sent the money. They disappeared and have ceased all contact, and the money was transferred. I filed a complaint with Pay Pal and they said I authorized the charge so there is no resolution for me. I did not receive the goods. What recourse can I take. I have the persons email, XXXX  and the messages pertaining to this transaction. Help. I thought if I went through PayPal my purchase would be protected, apparently not. 

Case Id from PayPal is XXXX.",None,"Paypal Holdings, Inc",MA,014XX,None,Consent provided,Web,02/07/20,Closed with explanation,Yes,N/A,3521280,80.0,-0.7,6,5,1,Non-Delivery of Goods,Online Messaging,PayPal,Denied Claim,Financial Loss,,,XXXX XXXX Theatre,
9ae45cd9-e718-4975-bbe7-41382e7c2d0a,06/26/23,Credit card or prepaid card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,"Ordered a pet confinement fence as seen on a XXXX. site on XX/XX/23. Pd with Citibank LLBean M/C Credit card. Company substituted a screwdriver set for the {$39.00} fence. No way to reach this company. Have tried. Citibank says my documentation does not support the claim against XXXX. This was purchased on the XXXX site with the Citibank LLBean M/C card. I have no further documentation. The site disappeared from XXXX  right after I posted "" scam '' .I need help to recover the {$39.00} I have been charged to my Citibank Card . Dead ended by Citibank. I sent Citibank as much documentation that I had which the P.O. tracking shows Citibank received on XX/XX/23.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",MA,026XX,Older American,Consent provided,Web,07/25/23,Closed with explanation,Yes,N/A,7171135,39.0,-0.8,7,20,2,Merchandise Substitution,Online Ad,Credit Card,Denied Claim|Refusal to Reverse Charge,Financial Loss,,Regulation Z Violation,LLBean,Citibank
ede534bf-a3fd-4270-8e8d-cf0bad724354,03/10/25,Student loan,Federal student loan servicing,Incorrect information on your report,Personal information incorrect,"On XX/XX/year> I went in to purchase a new truck. In the process of purchasing a new truck they checked my credit score. After checking my credit score I was informed it had gone from a XXXX to a XXXX. After finding out this information I checked my credit report which showed I had a missed payment to a federal student loan company called Nelnet. After finding out this information I contacted Nelnet. While speaking with a representative they informed me that they had 4 different phone numbers on my account. One of these said numbers belonged to me, while the other 3 did not. When I asked why they had never emailed or called to inform me of this information they told me that they did not have an email address from me. While digging more deeply into the information I was informed that my old student loan company, Great Lakes, had gone out of business and Nelnet had taken over the loans. I was not made aware of this. While speaking with them further they told me that on XX/XX/year> they had called my cell phone. I do not typically pick up phone calls from unknown numbers, always assuming it is a scam. When I asked why they would not have left a voice message the representative said they typically do not leave voice messages. About 3 days after the phone call on XX/XX/year>, they dropped my credit score down to XXXX because of this missed payment. I have no problems paying the payment but the impact to my credit score is my issue with this company. I believe it is a complete lack of communication and an act of incompetence by Nelnet to not reach out with an official statement that my credit score would be affected. They have significantly impacted my life with tactics that seem almost intentional in order to affect my credit score, as well as boost their rate of the allotted money I owe them by means of the interest.",None,"Nelnet, Inc.",MA,025XX,None,Consent provided,Web,03/10/25,Closed with explanation,Yes,N/A,12411459,0.0,-0.85,9,30,2,Account Transfer Mismanagement,Phone,Installment Loan,Failure to Notify|Inaccurate Records|Refusal to Leave Voicemail,Credit Score Damage,Student,Fair Credit Reporting Act (FCRA) Violation,Nelnet|Great Lakes,
9b9e76a8-2ad4-4602-9e43-850fdc08dd2f,01/18/25,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Other transaction problem,None,"I am writing to formally express my concerns regarding Zelle 's handling of disputes, particularly in light of the recent CFPB lawsuit highlighting significant issues with the platform. Despite using Zelle numerous times and reporting discrepancies, my financial institution and Zelle failed to investigate my claims adequately. They informed me that recovering lost funds was impossible and that tracking these transactions was unfeasible. The CFPB 's findings indicate that Zelle has not only neglected to protect consumers but has also allowed repeat offenders to exploit the system, leaving users vulnerable to scams. 
This lack of accountability and transparency is unacceptable and raises serious concerns about consumer safety.",None,"Early Warning Services, LLC",MA,01906,None,Consent provided,Web,01/18/25,Closed with explanation,Yes,N/A,11636165,0.0,-0.7,6,30,2,Zelle Dispute Failure,Unknown,Zelle,Denied Claim|Lack of Transparency|Failure to Investigate,Financial Vulnerability,,Regulation E,Zelle,
13c4cdb4-5d8a-4fab-9ca0-40f7bfca1dda,06/01/22,Debt collection,Other debt,Communication tactics,Frequent or repeated calls,"Flex Shopper calling 12-15 times per day, everyday for a {$60.00} debt. 
Calling from various Rhode Island and New York phone numbers. 
Asking me to confirm information for the debt, when they calling me, so I refuse to give or any payment over the phone, as I cant be guaranteed its not a scam. 
I told operators numerous times to stop calling and send official mail, if they like to settle claim, they refuse and continue to call many times per day and even putting my work position in jeopardy due to the high calls. 
i have my phone loggs to prove this harrassment by Flex Shopper & furthur will NEVER do business with them ever again, nor do I recommend anyone i know to do business with them.",None,"FlexShopper, Inc",MA,01757,None,Consent provided,Web,06/01/22,Closed with non-monetary relief,Yes,N/A,5623179,60.0,-0.9,9,14,15,Debt Collection Harassment,Phone,None,Excessive Calls|Refusal to Stop Calling,Risk of Job Loss|Emotional Distress,,FDCPA Violation,Flex Shopper,
2ccb4cbd-217f-487d-ae17-6522ce27fc8b,12/07/23,"Money transfer, virtual currency, or money service",Virtual currency,Fraud or scam,None,"Commencing on or about XX/XX/2023, I fell victim to two multi-layered scam operations run by a fake investment company which involved me making deposits for a total amount of XXXX USD from my CashApp account to fraudulent investment firm ( XXXX ).",None,"Block, Inc.",MA,02301,None,Consent provided,Web,12/07/23,Closed with explanation,Yes,N/A,7962417,0.0,-0.5,5,30,1,Investment Scam,Digital,CashApp,Denied Claim,Financial Loss,,,CashApp,
e30dac17-4abc-4a9b-81f3-24dfd2203890,01/24/23,Debt collection,Medical debt,Written notification about debt,Didn't receive enough information to verify debt,"My problem is with the united collection bureau, and XXXX XXXX 's hospital of XXXX Massachusetts. Firstly I never received a bill. I had XXXX XXXX XXXX 's with my email to which I never received a bill I also never received a bill in the mail. I knew I had some kind of bill coming from them so I was watching out for it. I tried to contact XXXX XXXX to which I could not get a person who could assist me after being bounced around from person to person for XXXX minutes and then hung up on I tried to use their online payment option. Which was not possible as their website was broken ( I returned and tried more times and it never worked ). This was around XXXX of XXXX. I then forgot about it because I had no way to pay it. Later I received a call from a number not listed on the united collection bureau list of numbers, from a person who I could not understand as they were speaking broken English asking me to pay a medical bill, to which they could provide no detail about. I assumed this was a scam and told them so they hung up and I never received any further calls, which made me even more firm in my belief that it was a scam. Only to find months later that my credit had been affected. I searched for the collection agency and found multiple numbers, so I called and left a voicemail at least two times. They have yet to return my call although stating they would call me back the next business day. I have been trying to pay this bill for a very long time, I have tried on so many occasions to pay this bill and yet I am unable to and now it's affecting my credit. At this point I have spent well over 20 hours searching and trying to find a way to pay/ contact them and I am unable to.",None,"United Collection Bureau, Inc.",MA,015XX,None,Consent provided,Web,01/24/23,Closed with explanation,Yes,N/A,6481493,0.0,-0.8,8,180,10,Medical Debt Scam Concern,Phone,None,Unresponsive|Broken Website|Failure to Return Calls,Credit Score Damage,,FDCPA Violation,United Collection Bureau,
b58e0a58-73ee-4f7e-8838-909717003e17,01/16/25,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Other transaction problem,None,"I would like to inform you of my frustration surrounding the Zelle dispute process, given the recent CFPB lawsuit filing regarding issues on this money-lending platform. Although I am a Zelle end user, I have frequently experienced problems with transaction postings and discrepancies in reporting money receipt. My concerns went unaddressed by my financial institution and Zelle, and my only response was that my claims could not be rectified. The CFPB filing suggests Zelle has not made adequate attempts to protect consumers, thereby leaving consumers susceptible to scams and allowing their platform to be exploited for malpurpose. The party in question must be held accountable in order to mitigate concerns and uphold consumer safety.",None,"Early Warning Services, LLC",MA,01701,None,Consent provided,Web,01/16/25,Closed with explanation,Yes,N/A,11581107,0.0,-0.7,6,30,2,Zelle Dispute Failure,Unknown,Zelle,Denied Claim|Lack of Accountability,Financial Vulnerability,,Regulation E,Zelle,
5e9c9768-0950-4c64-a71b-0579c05b0664,02/23/24,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Fraud or scam,None,"I bank with bank of America. On the XXXX XXXX XXXXXXXX, I mistakenly XXXX {$2000.00} to a wrong phone no.d phone no d money was XXXX to is XXXX belonging to a XXXX XXXX XXXX. I was suppose to XXXX XXXX money to XXXX XXXX XXXXI called my bank immediately for cancelation. But was told XXXX customer care service works Monday _Friday and they were already close. I went to my bank d next day Saturday XXXX XXXX. I was given d complaints dept phone no.I called on Monday d XXXX XXXX XXXX and explained to d associate i spoke with her name is XXXXshe told me that d bank will file a dispute claim and get in touch with d anti fraud department of d receiver bank. I was told it will take d bank about 45 working days to get back to me.unfortunately in less than 3days i got an email from my bank that they were not able to help me retrieve d money. I was told to get in touch with d receiver. I was also told that d receiver banks with XXXX XXXX. I have called d receiver severally, he's refusing to return my money. On one occasion d wife picked d phone and threatened me that it's a windfall and nothing can be done to them.I called XXXX XXXX  customer service. I was told that it's only my bank ( bank of America ) that can contact their anti fraud department. I called my bank again and gave them d information from XXXX XXXX  I was promised that they will reopen my dispute claim. I will get a feedback from them in 10 working days. But d very next day, I got an email from my bank that they were unable to help me retrieve my funds.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",MA,02124,None,Consent provided,Web,02/28/24,Closed with explanation,Yes,N/A,8408470,2000.0,-0.8,9,14,6,Accidental Transfer Misappropriation,Phone,Transfer,Denied Claim|Conflicting Instructions,Major Financial Loss,,Regulation E,,Bank of America|Chase Bank
b3e69f1d-092f-45b1-baea-ff2890513d13,02/06/25,Credit card,General-purpose credit card or charge card,"Other features, terms, or problems",Other problem,"Signed up for a 0 % APR for 12 month credit card at Mattress Firm via the Synchrony Financial credit card after buying a mattress in XX/XX/year> and being pitched by the mattress firm sales person. I enrolled in auto pay which i assumed would auto pay the monthly balance. I never recieved paper statements from them, but randomly noticed the other day the balance owed had gone up. I had to call and found out my auto pay was only paying the minimum monthly payment and therefore i was building up an interest bearing balance at like 30 % APR given the 12 month promotion period expired in XXXX. Becuase of this, i was hit with about {$400.00} of interest charges and i had no idea. I signed up for auto pay.. why would this result in me having a interest carrying balance? THis seems like deceit at best, or a scam at worst. I pay off my cards in full every year and in my life dont think ive ever been charged an interest penalty for carrying a balance. I think they did this on purpose so that they would be able to charge me interest.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,SYNCHRONY FINANCIAL,MA,023XX,None,Consent provided,Web,02/06/25,Closed with explanation,Yes,N/A,11976372,400.0,-0.7,7,365,2,Deceptive Credit Promotion,In-Person,Credit Card,Deceptive Marketing|Unexpected Fees,Financial Loss,,UDAAP,Mattress Firm,Synchrony Financial
4177e15d-af61-4626-b8e5-00557e8639d6,08/05/24,"Money transfer, virtual currency, or money service",Virtual currency,Fraud or scam,None,my cashapp was hacked and i never gotten any information saying someone logged into my cashapp but i seen transfers of XXXX and XXXX leave my bank account and fall into my cashapp where the scammer sent himself the money this happened around XX/XX/XXXX and XXXX. all cashapp has done was report the scam i never had any transactions with the account and its not possible i could have made it because that account was made in XXXX  and ive just turned XXXX on the XXXX of XXXX so i was XXXX around XXXX at the time so i couldnt have ever made such a cashapp i never made such a large transfer on cashapp before and only send money to people i know and i never disputed a transaction where i sent cash so this isnt something i do regular do cashapp never told me that they cant help saying that i made the transaction im saying the scammer has my pin and info because he was able to pay himself unless the cashapp also didnt give him a code to be able to send away the money cashapp customer service wouldnt help me and kept directing me else where and when i called the did the same thing by not helping me at all i tried various ways to get a dispute for fraud and they never helped this also made my bofa account close and go into the negative my account with cashapp has been opened for a while with my XXXX  XXXX  being my sponsor,None,"Block, Inc.",MA,02368,None,Consent provided,Web,08/05/24,Closed with explanation,Yes,N/A,9715891,0.0,-0.9,9,60,4,Account Takeover,Digital,CashApp,Denied Claim|Poor Customer Service,Account Closure|Negative Balance,Student|Minor at Account Opening,Regulation E Violation,CashApp,Bank of America
